"","logFC","logCPM","F","PValue","FDR","gene_name","z","gene_id","ovl_with_cherryetal","gene_id_trimmed","Human_gene_id","HGNC.symbol"
"Fam83a",2.38645248966538,0.407673529153839,24.0028609727536,0.000205415561417477,0.0028655470817738,"Fam83a",3.7122615398674,"ENSMUSG00000051225.9",FALSE,"ENSMUSG00000051225","ENSG00000147689","FAM83A"
"Fjx1",0.90469109480416,2.59796042566594,23.9975428717562,0.000205630027626323,0.00286602482852009,"Fjx1",3.71199748920327,"ENSMUSG00000075012.4",TRUE,"ENSMUSG00000075012","ENSG00000179431","FJX1"
"Bmpr1b",1.38932053924907,2.46857945354951,23.9670645412048,0.000206864073711692,0.00288069996868392,"Bmpr1b",3.71048314047908,"ENSMUSG00000052430.15",FALSE,"ENSMUSG00000052430","ENSG00000138696","BMPR1B"
"Rftn1",0.434518607945878,5.67025321952099,23.9533022620059,0.000207424060443233,0.00288597098270231,"Rftn1",3.7097987546476,"ENSMUSG00000039316.14",TRUE,"ENSMUSG00000039316","ENSG00000131378","RFTN1"
"Copz2",0.417674034376532,6.21626982643791,23.9286934052474,0.000208429702062647,0.00289549931560672,"Copz2",3.70857405829187,"ENSMUSG00000018672.15",TRUE,"ENSMUSG00000018672","ENSG00000005243","COPZ2"
"Rasal2",0.55139625894359,4.78776085297703,23.9276359907444,0.000208473037563333,0.00289549931560672,"Rasal2",3.70852140802048,"ENSMUSG00000070565.11",TRUE,"ENSMUSG00000070565","ENSG00000075391","RASAL2"
"Ccl7",-0.683776698971652,8.32059119369272,23.9143511978531,0.000209018356700778,0.00290054007557807,"Ccl7",-3.70785975205808,"ENSMUSG00000035373.2",TRUE,"ENSMUSG00000035373","ENSG00000108688","CCL7"
"Ier5",-0.609447248842836,8.08951767595364,23.9069985140584,0.00020932087050975,0.00290220558301357,"Ier5",-3.70749339965362,"ENSMUSG00000056708.5",TRUE,"ENSMUSG00000056708","ENSG00000162783","IER5"
"Marcksl1",0.504527755904356,6.03534304293059,23.880687087396,0.000210407500967985,0.00291473039015145,"Marcksl1",3.70618154910054,"ENSMUSG00000047945.6",TRUE,"ENSMUSG00000047945","ENSG00000175130","MARCKSL1"
"Nop58",-0.590343550954702,6.70346906375864,23.8691599580093,0.000210885579833244,0.00291881059711756,"Nop58",-3.70560639576568,"ENSMUSG00000026020.9",TRUE,"ENSMUSG00000026020","ENSG00000055044","NOP58"
"Lrif1",-0.607475017398262,3.77101109389582,23.853981036073,0.000211517001775573,0.00292500424281473,"Lrif1",-3.70484863663173,"ENSMUSG00000056260.15",TRUE,"ENSMUSG00000056260","ENSG00000121931","LRIF1"
"Bace1",0.417594022416095,6.25427272096914,23.8165203268449,0.000213084547634472,0.00294412125198176,"Bace1",3.70297659466158,"ENSMUSG00000032086.12",TRUE,"ENSMUSG00000032086","ENSG00000186318","BACE1"
"Osbpl3",-0.693396917130339,3.76215028351896,23.8017858683758,0.000213704733296888,0.00295012706043438,"Osbpl3",-3.7022395062383,"ENSMUSG00000029822.15",TRUE,"ENSMUSG00000029822","ENSG00000070882","OSBPL3"
"Hfe",-0.662945259845714,5.07984607043856,23.7972764489955,0.000213894949085136,0.00295019199939368,"Hfe",-3.70201383795452,"ENSMUSG00000006611.15",TRUE,"ENSMUSG00000006611","ENSG00000010704","HFE"
"Slc41a2",0.437561875713345,5.60605554245917,23.7902367505097,0.000214192282304989,0.00295173298569865,"Slc41a2",3.70166146488571,"ENSMUSG00000034591.5",FALSE,"ENSMUSG00000034591","ENSG00000136052","SLC41A2"
"Arl15",-0.471365389297227,5.15413590953908,23.7847152935334,0.000214425819431491,0.00295239290599048,"Arl15",-3.70138501923129,"ENSMUSG00000042348.10",TRUE,"ENSMUSG00000042348","ENSG00000185305","ARL15"
"Rps6ka3",-0.409690091780773,6.74394330311145,23.7563205776245,0.000215631399143893,0.00296422346387907,"Rps6ka3",-3.69996241589932,"ENSMUSG00000031309.15",TRUE,"ENSMUSG00000031309","ENSG00000177189","RPS6KA3"
"Tnfsf8",0.766867134289321,3.81339483809684,23.7556999706539,0.000215657834855567,0.00296422346387907,"Tnfsf8",3.69993130509174,"ENSMUSG00000028362.2",TRUE,"ENSMUSG00000028362","ENSG00000106952","TNFSF8"
"Tcfl5",1.28333099057632,1.81671563788288,23.731729683845,0.000216681715571337,0.00297572480374004,"Tcfl5",3.69872910015851,"ENSMUSG00000038932.13",FALSE,"ENSMUSG00000038932","ENSG00000101190","TCFL5"
"Necab3",-1.88538576329267,1.35768891001745,23.6567601278298,0.00021991991266959,0.00301758962138438,"Necab3",-3.69496172576939,"ENSMUSG00000027489.15",FALSE,"ENSMUSG00000027489","ENSG00000125967","NECAB3"
"Il31ra",-2.83106439649252,1.23938932788219,23.5884757586228,0.000222917375649762,0.00305471402259173,"Il31ra",-3.69152055704563,"ENSMUSG00000050377.8",TRUE,"ENSMUSG00000050377","ENSG00000164509","IL31RA"
"Kdelr3",0.375198774695573,7.12245690203181,23.5863895635285,0.000223009682464252,0.00305471402259173,"Kdelr3",3.69141527722877,"ENSMUSG00000010830.8",FALSE,"ENSMUSG00000010830","ENSG00000100196","KDELR3"
"Myrip",-1.67940150096355,1.45503890668652,23.5728047042897,0.000223611830365,0.00306032610868726,"Myrip",-3.69072950426209,"ENSMUSG00000041794.13",TRUE,"ENSMUSG00000041794","ENSG00000170011","MYRIP"
"C3",-0.33602910541287,13.6681799707507,23.5217586342221,0.00022589104993897,0.00308886102079057,"C3",-3.68814935482214,"ENSMUSG00000024164.15",FALSE,"ENSMUSG00000024164","ENSG00000125730","C3"
"Zfp608",0.518024768623493,4.95861267624165,23.4943202561258,0.000227127104614945,0.00310309479784491,"Zfp608",3.68676030322059,"ENSMUSG00000052713.9",TRUE,"ENSMUSG00000052713","ENSG00000168916","ZNF608"
"Nab1",0.371736479971784,6.46147383920199,23.4741557837839,0.000228040391781588,0.00311289815493785,"Nab1",3.68573852141254,"ENSMUSG00000002881.14",TRUE,"ENSMUSG00000002881","ENSG00000138386","NAB1"
"Kdelr2",0.367413572197333,7.78978638676834,23.4491549005297,0.00022917854101485,0.00312429622178834,"Kdelr2",3.68447052709852,"ENSMUSG00000079111.3",TRUE,"ENSMUSG00000079111","ENSG00000136240","KDELR2"
"Kat2b",-0.371074330452654,6.39130702639369,23.4471893639335,0.000229268294713387,0.00312429622178834,"Kat2b",-3.68437078547371,"ENSMUSG00000000708.14",TRUE,"ENSMUSG00000000708","ENSG00000114166","KAT2B"
"Kank4",-1.14871458600866,2.37767659624502,23.4291625115625,0.000230093337250029,0.00313285474510891,"Kank4",-3.68345564382,"ENSMUSG00000035407.8",TRUE,"ENSMUSG00000035407","ENSG00000132854","KANK4"
"Scn1b",0.410705475831979,6.04195017095087,23.4123965853685,0.000230863705875426,0.00314065484562609,"Scn1b",3.68260392280941,"ENSMUSG00000019194.15",TRUE,"ENSMUSG00000019194","ENSG00000105711","SCN1B"
"Abhd2",0.498871932461257,7.16295747612488,23.3891945242824,0.000231934654368665,0.00315252718668794,"Abhd2",3.68142430086202,"ENSMUSG00000039202.12",TRUE,"ENSMUSG00000039202","ENSG00000140526","ABHD2"
"P3h4",0.40027849403813,5.87322475427255,23.2997268854459,0.000236117551456255,0.00320664169155322,"P3h4",3.67686539472387,"ENSMUSG00000006931.15",FALSE,"ENSMUSG00000006931","ENSG00000141696","P3H4"
"Trpc6",1.09338314627243,2.81462923709909,23.2919012947037,0.000236487489821673,0.00320747894927369,"Trpc6",3.67646585728907,"ENSMUSG00000031997.9",FALSE,"ENSMUSG00000031997","ENSG00000137672","TRPC6"
"Podnl1",1.30597204238485,1.78479206212512,23.2898919807369,0.000236582582374271,0.00320747894927369,"Podnl1",3.67636325105309,"ENSMUSG00000012889.8",FALSE,"ENSMUSG00000012889","ENSG00000132000","PODNL1"
"Kctd9",-0.420501888378249,5.85467200620884,23.2695736583198,0.000237546615042074,0.00321780563800179,"Kctd9",-3.67532522503924,"ENSMUSG00000034327.17",TRUE,"ENSMUSG00000034327","ENSG00000104756","KCTD9"
"Nfasc",0.72699538199434,6.16317765658339,23.257508530729,0.00023812117913715,0.00322271561348454,"Nfasc",3.67470843918285,"ENSMUSG00000026442.14",FALSE,"ENSMUSG00000026442","ENSG00000163531","NFASC"
"Sox13",-0.625870443322734,4.14730130978047,23.253459031121,0.000238314378510836,0.00322271561348454,"Sox13",-3.67450135625959,"ENSMUSG00000070643.11",TRUE,"ENSMUSG00000070643","ENSG00000143842","SOX13"
"Kng2",0.91262741210101,4.40535406570359,23.1639733129492,0.000242629584643428,0.00327828231485508,"Kng2",3.66991663328392,"ENSMUSG00000060459.14",FALSE,"ENSMUSG00000060459","ENSG00000113889","KNG1"
"Tjp2",0.652642421371421,4.11730668087231,23.137696943828,0.000243913540966779,0.00329283280305152,"Tjp2",3.6685672474849,"ENSMUSG00000024812.11",TRUE,"ENSMUSG00000024812","ENSG00000285130",""
"Akr1b8",0.37850912206801,6.03652242620154,23.1055103039018,0.000245496850195492,0.00331139644500332,"Akr1b8",3.66691239898539,"ENSMUSG00000029762.6",FALSE,"ENSMUSG00000029762","ENSG00000198074","AKR1B10"
"Fam102b",-0.362596185260386,7.68399053905195,23.0711778176065,0.000247198630635985,0.00333152527373226,"Fam102b",-3.66514485250157,"ENSMUSG00000040339.10",TRUE,"ENSMUSG00000040339","ENSG00000162636","FAM102B"
"Art3",-0.590775151684255,4.9861293124048,23.0248938359326,0.000249514122411372,0.0033598840717257,"Art3",-3.66275811954844,"ENSMUSG00000034842.16",TRUE,"ENSMUSG00000034842","ENSG00000156219","ART3"
"Lysmd3",-0.377843229081007,6.02898620812986,23.0198959617129,0.000249765629861399,0.00336042539059715,"Lysmd3",-3.66250012596966,"ENSMUSG00000035840.7",TRUE,"ENSMUSG00000035840","ENSG00000176018","LYSMD3"
"Adgrb3",1.57073448000175,1.77634050415461,23.0128320234173,0.000250121600139272,0.00336237008200747,"Adgrb3",3.66213539174873,"ENSMUSG00000033569.17",FALSE,"ENSMUSG00000033569","ENSG00000135298","ADGRB3"
"Rap1b",-0.383080793108939,8.17541203454272,22.9329458140722,0.000254187745895203,0.00341414503629343,"Rap1b",-3.65800332924125,"ENSMUSG00000052681.8",TRUE,"ENSMUSG00000052681","ENSG00000127314","RAP1B"
"Npepl1",-0.391364131204413,6.54666763836638,22.9283891497818,0.000254421936160566,0.00341440679389155,"Npepl1",-3.65776723470604,"ENSMUSG00000039263.16",TRUE,"ENSMUSG00000039263","ENSG00000215440","NPEPL1"
"Neto1",-5.45708071337368,-1.54099526739219,22.9162935884949,0.000255044781553211,0.00341739713677068,"Neto1",-3.65714031513853,"ENSMUSG00000050321.3",FALSE,"ENSMUSG00000050321","ENSG00000166342","NETO1"
"Gdi1",-0.373143701756581,6.90519835496677,22.9157165363254,0.000255074539479771,0.00341739713677068,"Gdi1",-3.65711039850753,"ENSMUSG00000015291.10",TRUE,"ENSMUSG00000015291","ENSG00000203879","GDI1"
"Entpd7",0.718352176625161,3.57117183687708,22.9045160029125,0.000255652922194321,0.00342226298119216,"Entpd7",3.65652958024744,"ENSMUSG00000025192.13",TRUE,"ENSMUSG00000025192","ENSG00000198018","ENTPD7"
"Ophn1",-0.509396242479147,4.58832142095228,22.8935223949882,0.000256222072277573,0.00342675084416042,"Ophn1",-3.6559592351245,"ENSMUSG00000031214.13",TRUE,"ENSMUSG00000031214","ENSG00000079482","OPHN1"
"Fgd6",1.09022529384928,2.29172600199283,22.8897224432584,0.000256419135040615,0.00342675084416042,"Fgd6",3.65576203544478,"ENSMUSG00000020021.4",TRUE,"ENSMUSG00000020021","ENSG00000180263","FGD6"
"Ank3",-0.601375203388975,4.43327501972216,22.7854035377642,0.000261897041036191,0.00349701817262682,"Ank3",-3.65033643701061,"ENSMUSG00000069601.14",FALSE,"ENSMUSG00000069601","ENSG00000151150","ANK3"
"Rgs16",0.643973681085157,6.95294798065042,22.736292306419,0.000264521981241998,0.00352910492255998,"Rgs16",3.64777416819399,"ENSMUSG00000026475.7",TRUE,"ENSMUSG00000026475","ENSG00000143333","RGS16"
"Xpnpep1",0.403997919731244,6.16591625182524,22.7057141721568,0.000266171479528289,0.00354628026122513,"Xpnpep1",3.64617622072753,"ENSMUSG00000025027.18",TRUE,"ENSMUSG00000025027","ENSG00000108039","XPNPEP1"
"Zfp618",0.711514912720227,3.78694146744007,22.7041653950954,0.000266255337477382,0.00354628026122513,"Zfp618",3.64609523173729,"ENSMUSG00000028358.15",TRUE,"ENSMUSG00000028358","ENSG00000157657","ZNF618"
"Xist",-0.387471828569159,8.51905447922741,22.6342825553619,0.000270070611102666,0.00359108726016698,"Xist",-3.64243554804036,"ENSMUSG00000086503.4",TRUE,"ENSMUSG00000086503",NA,NA
"Surf4",0.344105720466294,8.70067159842486,22.6342740612192,0.000270071078611564,0.00359108726016698,"Surf4",3.64243510257388,"ENSMUSG00000014867.9",TRUE,"ENSMUSG00000014867","ENSG00000148248","SURF4"
"Tnfrsf21",0.590645374446371,4.90799111088789,22.622216056251,0.000270735669071065,0.00359465837420286,"Tnfrsf21",3.64180257634386,"ENSMUSG00000023915.5",TRUE,"ENSMUSG00000023915","ENSG00000146072","TNFRSF21"
"Fam102a",0.407481807960772,6.4777887289723,22.6212006268071,0.000270791720574421,0.00359465837420286,"Fam102a",3.64174929570444,"ENSMUSG00000039157.12",TRUE,"ENSMUSG00000039157","ENSG00000167106","FAM102A"
"Cmpk1",0.35293682602394,6.19117846126596,22.5844157579419,0.000272831176840723,0.0036187107633845,"Cmpk1",3.63981765535794,"ENSMUSG00000028719.8",TRUE,"ENSMUSG00000028719","ENSG00000162368","CMPK1"
"Cyb5a",-0.440936111619993,7.40785391987692,22.5159554817859,0.00027667355588202,0.00366376092112095,"Cyb5a",-3.6362148876095,"ENSMUSG00000024646.14",TRUE,"ENSMUSG00000024646","ENSG00000166347","CYB5A"
"Ctsa",0.36605036214547,7.26860546166055,22.5156917261358,0.000276688478039757,0.00366376092112095,"Ctsa",3.63620098763006,"ENSMUSG00000017760.16",TRUE,"ENSMUSG00000017760","ENSG00000064601","CTSA"
"Dram1",0.477142644860959,7.29730892783465,22.5009710834889,0.000277522763467102,0.00366956221684852,"Dram1",3.63542496680786,"ENSMUSG00000020057.2",TRUE,"ENSMUSG00000020057","ENSG00000136048","DRAM1"
"Aplp2",-0.394240917162524,7.7814446689913,22.4801429112032,0.000278708089219798,0.00368130792596549,"Aplp2",-3.63432617271775,"ENSMUSG00000031996.17",TRUE,"ENSMUSG00000031996","ENSG00000084234","APLP2"
"Ivd",-0.479388418159293,4.81945165532469,22.4600201306535,0.00027985875018212,0.00369343875862759,"Ivd",-3.63326369374091,"ENSMUSG00000027332.11",TRUE,"ENSMUSG00000027332","ENSG00000128928","IVD"
"Nfkbia",-0.379989355626172,8.51035743945473,22.4413471322794,0.000280931351376873,0.00370209736242635,"Nfkbia",-3.63227697234532,"ENSMUSG00000021025.8",TRUE,"ENSMUSG00000021025","ENSG00000100906","NFKBIA"
"Cryzl2",0.72513578012081,3.50878452802429,22.4404949480133,0.000280980413535094,0.00370209736242635,"Cryzl2",3.63223192291727,"ENSMUSG00000033488.11",TRUE,"ENSMUSG00000033488",NA,NA
"Crlf2",0.581132343836486,3.92274874579886,22.4242136850716,0.000281919639019326,0.00371139736699034,"Crlf2",3.63137093360862,"ENSMUSG00000033467.12",TRUE,"ENSMUSG00000033467","ENSG00000205755","CRLF2"
"Hs6st1",0.464892130181524,4.80724790804169,22.4158891133852,0.000282401243912372,0.00371466251607813,"Hs6st1",3.63093048764349,"ENSMUSG00000045216.7",TRUE,"ENSMUSG00000045216","ENSG00000136720","HS6ST1"
"Nlrc3",1.68100969085053,1.17275863915713,22.4059695544206,0.000282976348176835,0.00371915112814563,"Nlrc3",3.63040545405171,"ENSMUSG00000049871.14",TRUE,"ENSMUSG00000049871","ENSG00000167984","NLRC3"
"Fndc10",0.687981814816694,3.27653221501546,22.3838455625954,0.00028426383778121,0.00373298745849264,"Fndc10",3.62923367319825,"ENSMUSG00000074738.2",TRUE,"ENSMUSG00000074738","ENSG00000228594","FNDC10"
"Plekhb1",-1.11337546530597,2.3993877372197,22.3406529691444,0.00028679667282369,0.00376314149167916,"Plekhb1",-3.62694291011595,"ENSMUSG00000030701.17",TRUE,"ENSMUSG00000030701","ENSG00000021300","PLEKHB1"
"Slc25a23",-0.541090254733951,3.98953253112548,22.3204352726399,0.000287991072649288,0.00377569829212005,"Slc25a23",-3.62586923246935,"ENSMUSG00000046329.14",TRUE,"ENSMUSG00000046329","ENSG00000125648","SLC25A23"
"Dtnbp1",-0.389004451091689,6.03445538555336,22.2837868813041,0.000290170618640493,0.00379585838682156,"Dtnbp1",-3.62392068835765,"ENSMUSG00000057531.14",TRUE,"ENSMUSG00000057531","ENSG00000047579","DTNBP1"
"Ror2",-0.375653137901152,5.87009710769667,22.2808240635612,0.000290347641952455,0.00379585838682156,"Ror2",-3.62376302968436,"ENSMUSG00000021464.14",FALSE,"ENSMUSG00000021464","ENSG00000169071","ROR2"
"Rrm2",1.07382600037862,2.17489717792695,22.2787466891786,0.000290471834884222,0.00379585838682156,"Rrm2",3.62365247599669,"ENSMUSG00000020649.11",TRUE,"ENSMUSG00000020649","ENSG00000171848","RRM2"
"Sigmar1",0.356760278510697,6.11540249890217,22.2785510339162,0.000290483534978422,0.00379585838682156,"Sigmar1",3.62364206312468,"ENSMUSG00000036078.16",TRUE,"ENSMUSG00000036078","ENSG00000147955","SIGMAR1"
"Epha2",0.643318536818687,3.71574363424449,22.2338058113669,0.00029317343103104,0.00382786295048164,"Epha2",3.62125847081617,"ENSMUSG00000006445.3",TRUE,"ENSMUSG00000006445","ENSG00000142627","EPHA2"
"Klf3",-0.417153802456291,6.68241615523486,22.1985117090304,0.00029531518735206,0.00385266400693996,"Klf3",-3.61937520484021,"ENSMUSG00000029178.14",TRUE,"ENSMUSG00000029178","ENSG00000109787","KLF3"
"Plekha2",-0.366768379774883,5.78604233552048,22.1746848871279,0.00029677114900732,0.00386848490382247,"Plekha2",-3.6181022550603,"ENSMUSG00000031557.16",FALSE,"ENSMUSG00000031557","ENSG00000169499","PLEKHA2"
"Arhgap21",-0.385214751478538,7.29458811042453,22.16463378796,0.000297387781836526,0.00387334798898139,"Arhgap21",-3.61756489435596,"ENSMUSG00000036591.16",TRUE,"ENSMUSG00000036591","ENSG00000107863","ARHGAP21"
"Rab27a",1.22233597567984,1.90915466326739,22.1435565517147,0.000298685610248463,0.00388706813402726,"Rab27a",3.61643731143016,"ENSMUSG00000032202.11",TRUE,"ENSMUSG00000032202","ENSG00000069974","RAB27A"
"Arl4a",-0.478896374446094,5.01840799693348,22.1067811749788,0.000300965526951963,0.0039135362020581,"Arl4a",-3.61446753285266,"ENSMUSG00000047446.18",TRUE,"ENSMUSG00000047446","ENSG00000122644","ARL4A"
"6330403L08Rik",1.02547562154968,2.93119173742124,22.0818239951145,0.000302524055661397,0.00393058828201241,"6330403L08Rik",3.61312903706506,"ENSMUSG00000075585.3",FALSE,"ENSMUSG00000075585",NA,NA
"Prag1",0.815120064529705,2.9553323785956,22.068150875612,0.00030338181251406,0.00393851507298865,"Prag1",3.6123951307301,"ENSMUSG00000050271.12",TRUE,"ENSMUSG00000050271","ENSG00000275342","PRAG1"
"Steap3",-0.353943923065071,8.6270400803624,22.0515782663788,0.000304425178943374,0.00394603741022506,"Steap3",-3.6115050296027,"ENSMUSG00000026389.16",TRUE,"ENSMUSG00000026389","ENSG00000115107","STEAP3"
"S100a10",-0.412435318496309,8.59337579986509,22.0478397642247,0.000304661109444441,0.00394603741022506,"S100a10",-3.61130415217942,"ENSMUSG00000041959.14",TRUE,"ENSMUSG00000041959","ENSG00000197747","S100A10"
"Rpn1",0.35565835971999,7.88537548324527,22.0471343666551,0.00030470564923325,0.00394603741022506,"Rpn1",3.61126624618029,"ENSMUSG00000030062.7",TRUE,"ENSMUSG00000030062","ENSG00000163902","RPN1"
"Itpr3",0.452736113091896,5.58078073559426,22.0369319286455,0.000305350675466161,0.00395117314234204,"Itpr3",3.61071787152301,"ENSMUSG00000042644.9",TRUE,"ENSMUSG00000042644","ENSG00000096433","ITPR3"
"Actr1b",0.341804792554376,6.58546841602976,22.025734142078,0.000306060421194183,0.00395713729939113,"Actr1b",3.61011572705267,"ENSMUSG00000037351.9",TRUE,"ENSMUSG00000037351","ENSG00000115073","ACTR1B"
"Casp4",-0.588949680810704,5.91103140663708,22.0039083244029,0.000307449207011196,0.00397186412599436,"Casp4",-3.60894126148246,"ENSMUSG00000033538.13",TRUE,"ENSMUSG00000033538",NA,NA
"Znrf1",0.473884444749752,5.35460748431802,21.9930671192656,0.000308141704438959,0.00397757916046491,"Znrf1",3.60835748651504,"ENSMUSG00000033545.14",TRUE,"ENSMUSG00000033545","ENSG00000186187","ZNRF1"
"Zfp395",-0.472567301665823,5.29207244200011,21.9831667336385,0.000308775657973476,0.00398252983678198,"Zfp395",-3.60782414004424,"ENSMUSG00000034522.10",TRUE,"ENSMUSG00000034522","ENSG00000186918","ZNF395"
"Trim16",-0.608059357449643,3.7311960358164,21.9309288040579,0.000312145316993236,0.00402272850578884,"Trim16",-3.60500633257857,"ENSMUSG00000047821.16",TRUE,"ENSMUSG00000047821","ENSG00000221926","TRIM16"
"Sc5d",-0.524114730329668,4.42924263074705,21.9102096926143,0.000313493409138902,0.00403683051460401,"Sc5d",-3.60388698759538,"ENSMUSG00000032018.14",TRUE,"ENSMUSG00000032018","ENSG00000109929","SC5D"
"Fbln1",0.425239982014283,8.43032810642402,21.9054614600488,0.000313803286825184,0.00403755151325315,"Fbln1",3.60363032767766,"ENSMUSG00000006369.14",FALSE,"ENSMUSG00000006369","ENSG00000077942","FBLN1"
"Cd164",-0.352285065342715,8.51421997993981,21.8960993224649,0.000314415298384894,0.0040421556105214,"Cd164",-3.60312411807317,"ENSMUSG00000019818.15",TRUE,"ENSMUSG00000019818","ENSG00000135535","CD164"
"Nhsl2",0.603521374781359,4.8471261125443,21.8908279450806,0.000314760491351327,0.00404332479318267,"Nhsl2",3.60283900732715,"ENSMUSG00000079481.11",TRUE,"ENSMUSG00000079481","ENSG00000204131","NHSL2"
"Praf2",0.509813418158226,5.04424656423302,21.8769261177615,0.000315672916258916,0.00405177270965741,"Praf2",3.60208680069148,"ENSMUSG00000031149.7",TRUE,"ENSMUSG00000031149","ENSG00000243279","PRAF2"
"Ctso",-0.383308126087222,6.27992848531053,21.8562239432896,0.000317037260390943,0.00406600286451384,"Ctso",-3.60096581862042,"ENSMUSG00000028015.3",TRUE,"ENSMUSG00000028015","ENSG00000256043","CTSO"
"Camk2n1",-0.55455427161526,5.47018423975202,21.8443543912932,0.000317822533184474,0.00407278948044536,"Camk2n1",-3.60032266313516,"ENSMUSG00000046447.3",TRUE,"ENSMUSG00000046447","ENSG00000162545","CAMK2N1"
"Vstm2b",-1.35565072345532,1.70230628072784,21.8365617233429,0.000318339289728671,0.00407612699239538,"Vstm2b",-3.5999002393341,"ENSMUSG00000039257.11",FALSE,"ENSMUSG00000039257","ENSG00000187135","VSTM2B"
"Hdlbp",0.378660627995751,9.18607286368204,21.8172187066762,0.000319626127595262,0.00408931159062546,"Hdlbp",3.59885109379272,"ENSMUSG00000034088.15",TRUE,"ENSMUSG00000034088","ENSG00000115677","HDLBP"
"Clcf1",0.700500223191103,3.11719393215787,21.8094837841724,0.000320142368316996,0.00409262386120996,"Clcf1",3.59843131897309,"ENSMUSG00000040663.9",TRUE,"ENSMUSG00000040663","ENSG00000175505","CLCF1"
"Cdk1",1.50787526056665,2.08121210174133,21.7842374582921,0.00032183396755415,0.00410842653600146,"Cdk1",3.59706024156023,"ENSMUSG00000019942.13",TRUE,"ENSMUSG00000019942","ENSG00000170312","CDK1"
